Location	Zip Code	Year 1	Year 2	Year 3	Year 4	Year 5
Location-5740	17899	14.4	20.6	33.8	14.4	24.7
Location-5741	70421	18.6	7.0	6.8	14.2	18.6
Location-5742	29587	43.3	33.4	20.4	3.0	46.4
Location-5743	82068	24.6	23.2	10.9	48.6	34.1
Location-5744	73939	10.4	37.2	49.4	43.2	10.0
Location-5745	83836	33.5	37.8	3.2	36.4	28.6
Location-5746	24747	2.8	36.6	29.5	13.0	12.0
Location-5747	69841	30.5	32.9	48.7	28.1	23.1
Location-5748	76603	25.5	27.7	31.7	15.8	9.8
Location-5749	20663	33.6	18.8	27.4	46.2	27.4
Location-575	13956	24.0	34.3	18.7	47.6	31.0
Location-5750	95385	27.8	46.7	24.9	13.8	43.7
Location-5751	10597	5.1	48.7	34.6	40.8	22.9
Location-5752	45888	39.6	1.3	13.8	9.4	45.6
Location-5753	56784	18.4	42.2	15.4	15.0	43.5
Location-5754	84198	4.0	32.4	33.9	29.6	9.4
Location-5755	80657	43.6	24.5	16.8	19.3	6.2
Location-5756	95439	19.3	38.4	49.4	12.8	30.7
Location-5757	94339	8.7	11.9	7.4	18.2	41.5
Location-5758	89641	46.7	16.5	42.5	31.9	21.2
Location-5759	90688	42.3	25.5	13.2	48.6	43.6
Location-576	66953	15.4	8.0	27.2	13.0	20.6
Location-5760	55480	32.2	46.0	40.5	32.7	14.2
Location-5761	14112	1.3	32.9	26.0	42.7	34.3
Location-5762	25420	26.9	27.4	28.5	12.6	47.0
Location-5763	83185	9.7	22.5	22.8	10.0	15.3
Location-5765	31752	23.5	41.9	41.6	27.9	11.2
Location-5766	92435	5.2	19.2	31.5	49.2	20.5
Location-5767	95955	36.9	19.1	32.9	35.6	6.4
Location-5768	20136	20.6	21.2	11.5	27.2	34.9
Location-5769	13792	6.7	14.1	11.0	2.3	14.0
Location-577	96234	39.3	23.9	28.1	41.3	44.0
Location-5770	89118	45.5	28.2	17.1	22.7	45.7
Location-5771	43111	7.4	49.7	7.0	6.2	22.8
Location-5772	94241	40.4	5.4	41.7	37.1	13.3
Location-5773	28604	18.6	48.9	21.7	15.6	5.3
Location-5774	11056	10.3	39.6	36.1	7.0	46.4
Location-5775	25153	4.8	45.1	47.1	24.6	48.2
Location-5776	48066	12.4	29.7	19.0	24.7	28.0
Location-5777	34093	4.3	33.6	45.9	4.7	48.1
Location-5778	46860	38.2	48.0	14.5	27.0	31.7
Location-5779	59209	43.8	16.3	4.1	29.5	27.1
Location-578	64138	25.7	29.8	14.6	16.3	32.4
Location-5780	36542	4.2	25.4	40.1	2.8	19.8
Location-5781	99683	3.8	13.4	9.6	23.8	29.1
Location-5782	13121	5.7	26.5	4.9	2.7	8.0
Location-5783	99530	42.0	17.6	3.6	22.6	39.5
Location-5784	30490	4.2	49.8	12.2	37.8	43.4
Location-5785	29629	20.1	28.0	37.3	18.8	6.5
Location-5786	59911	12.0	27.3	33.1	18.1	34.2
Location-5787	56547	34.5	33.3	4.4	24.2	19.9
Location-5788	93325	21.0	4.2	5.4	38.3	32.1
Location-5789	49250	9.1	42.4	27.5	47.6	9.8
Location-579	48167	46.3	35.6	15.8	19.9	24.7
Location-5790	25046	41.3	23.5	28.5	8.4	18.6
Location-5791	25687	29.3	13.7	12.9	19.8	44.6
Location-5792	51810	20.5	16.5	41.9	43.4	20.3
Location-5793	22691	16.0	27.2	6.2	40.4	24.8
Location-5794	20102	28.9	21.2	41.0	12.6	44.9
Location-5795	75314	19.0	48.1	14.3	31.2	14.4
Location-5796	30311	40.4	44.9	16.4	40.6	5.1
Location-5797	10744	39.9	5.5	42.6	9.8	31.9
Location-5798	64331	11.5	45.0	32.2	26.6	45.9
Location-5799	18156	20.7	5.5	7.4	40.5	29.5
Location-58	88571	36.0	23.9	21.4	2.7	25.0
Location-580	59844	45.3	41.2	45.4	41.4	44.3
Location-5800	34724	24.2	27.8	38.4	40.4	3.7
Location-5801	86913	20.4	41.6	42.1	4.2	25.4
Location-5802	44563	43.9	19.8	20.6	26.6	10.4
Location-5803	82278	18.5	45.1	16.0	8.9	23.3
Location-5804	70476	31.4	26.8	23.5	1.5	33.7
Location-5805	66330	33.4	34.6	49.8	22.6	1.5
Location-5806	15493	18.3	43.1	22.6	28.0	47.5
Location-5808	66246	28.3	40.8	12.0	38.1	23.0
Location-5809	84535	14.8	42.6	8.9	41.3	35.4
Location-581	30461	5.4	32.8	20.4	3.5	17.4
Location-5810	84286	43.2	27.9	45.5	29.9	9.0
Location-5813	58269	40.0	16.8	45.7	13.6	23.5
Location-5815	53537	3.1	13.0	34.4	40.3	29.3
Location-5816	38969	44.9	21.4	16.6	19.5	12.6
Location-5817	22973	23.4	7.2	12.3	47.1	49.4
Location-5818	71898	2.6	26.8	33.3	34.1	2.7
Location-5819	97549	6.9	31.1	21.3	14.2	47.7
Location-582	29626	24.8	8.5	6.0	35.1	8.6
Location-5821	12350	10.7	9.1	13.1	45.7	47.4
Location-5822	20782	46.8	36.6	12.6	2.4	19.9
Location-5823	92761	11.0	20.0	36.5	19.4	12.2
Location-5824	85323	34.7	35.1	7.1	14.3	14.5
Location-5825	42656	37.5	47.9	49.3	46.7	39.4
Location-5826	22814	2.9	2.9	28.2	48.8	1.3
Location-5827	85506	46.2	15.8	47.0	6.0	4.8
Location-5828	12842	10.2	26.0	35.9	22.6	15.9
Location-5829	73997	13.1	34.1	25.0	43.2	29.0
Location-583	50830	10.6	26.5	38.2	11.3	45.5
Location-5830	63416	24.2	31.4	16.4	31.1	31.2
Location-5831	67001	26.8	2.5	34.2	2.0	49.3
Location-5832	77852	15.6	40.9	40.7	4.5	34.2
Location-5833	98205	4.4	13.4	19.7	28.7	24.6
Location-5834	11988	13.1	31.0	10.8	16.3	8.8
Location-5835	99551	33.9	47.1	40.2	49.8	31.9
Location-5836	77836	35.0	3.7	10.6	6.4	11.9
Location-5837	95188	16.5	27.9	37.9	22.9	29.6
Location-5838	71673	37.8	1.1	25.5	32.5	34.7
Location-5839	19457	4.8	9.1	9.2	27.5	18.5
Location-584	10123	32.5	28.7	2.6	33.6	5.8
Location-5840	59544	36.2	8.8	7.3	35.7	3.3
Location-5841	64566	37.3	29.6	7.5	20.2	37.2
Location-5842	57298	41.6	15.2	15.2	1.0	38.2
Location-5843	32689	3.9	5.7	13.4	26.3	33.1
Location-5845	61781	13.5	48.4	7.5	3.5	26.9
Location-5846	25364	26.6	18.0	11.3	39.0	14.8
Location-5847	36214	11.1	11.1	35.1	25.9	2.1
Location-5848	48572	17.1	6.3	14.8	24.1	27.6
Location-5849	99297	46.3	13.2	37.3	19.9	16.1
Location-585	39704	49.2	15.7	6.1	8.8	30.3
Location-5850	66146	1.5	16.6	6.4	38.3	32.4
Location-5851	73652	30.1	1.0	25.1	12.5	15.9
Location-5852	73227	1.1	27.3	36.8	36.0	44.9
Location-5853	40638	37.1	13.0	23.7	10.9	42.7
Location-5854	99431	35.1	29.5	12.0	8.5	45.9
Location-5855	46705	41.0	3.0	2.5	24.1	19.3
Location-5856	21510	8.8	44.5	5.3	1.9	32.0
Location-5857	47252	36.8	50.0	7.4	6.9	48.5
Location-5858	19920	49.8	36.4	48.9	7.1	12.1
Location-5859	94873	44.8	40.3	42.9	38.9	42.0
Location-586	52556	48.0	11.2	27.1	5.6	7.8
Location-5860	49089	37.2	29.0	39.4	38.3	37.9
Location-5861	25500	9.1	24.8	13.7	6.1	47.4
Location-5863	63868	31.8	13.2	37.5	23.1	22.7
Location-5865	41962	17.3	2.9	13.0	13.5	29.4
Location-5866	85976	37.9	13.0	39.8	46.7	22.1
Location-5867	96276	47.5	27.5	47.2	4.2	15.7
Location-5868	92289	3.3	19.0	13.5	46.5	20.9
Location-5869	76729	7.4	46.6	29.1	10.8	18.9
Location-587	28858	23.9	42.4	9.5	3.5	44.2
Location-5870	38939	15.9	44.3	11.3	49.9	18.7
Location-5872	94002	38.0	12.1	29.4	24.9	16.1
Location-5873	25139	48.5	47.7	18.3	13.4	34.9
Location-5874	29455	44.7	14.1	37.5	24.1	28.7
Location-5875	54413	32.6	48.0	8.0	26.7	16.2
Location-5876	63460	25.3	2.6	9.6	43.2	10.9
Location-5877	49410	19.1	14.5	36.4	11.0	2.7
Location-5878	67942	14.9	47.8	7.8	41.3	33.7
Location-5879	25185	35.9	30.9	45.8	47.0	11.8
Location-588	87656	4.1	42.1	44.3	32.4	7.6
Location-5881	78374	43.5	14.9	19.7	31.2	40.7
Location-5882	34170	33.5	32.8	38.5	44.9	40.0
Location-5883	16805	38.2	7.5	11.1	21.6	14.7
Location-5884	16230	17.9	17.5	31.9	33.3	49.9
Location-5885	21536	11.0	40.7	49.2	37.7	8.2
Location-5886	23661	42.8	28.0	5.8	16.3	4.9
Location-5887	87005	29.3	7.3	36.9	39.3	3.3
Location-5888	34818	12.5	2.7	4.9	34.0	7.0
Location-5889	64675	37.6	1.7	22.5	30.6	10.1
Location-589	58294	10.1	12.8	17.3	33.4	4.4
Location-5890	38743	1.1	40.4	50.0	29.4	37.3
Location-5891	97245	18.6	47.5	43.6	43.6	14.4
Location-5892	42115	42.9	38.0	33.6	36.0	28.7
Location-5894	17098	21.7	41.2	38.2	6.0	16.4
Location-5895	57016	17.8	16.1	19.7	16.9	43.8
Location-5896	54353	12.6	10.1	10.3	13.2	16.0
Location-5897	47855	47.4	41.2	45.4	9.2	34.6
Location-5898	55696	42.0	35.1	9.6	3.4	14.6
Location-5899	49212	42.5	45.5	42.7	28.6	42.6
Location-59	29819	19.5	33.7	49.6	4.2	39.2
Location-590	36498	28.1	5.2	34.6	47.5	47.6
Location-5900	75827	22.3	49.6	42.1	28.4	6.7
Location-5902	43602	19.8	32.0	23.1	42.9	45.7
Location-5903	35210	37.3	23.5	44.1	5.0	21.9
Location-5904	61692	16.1	24.2	7.5	25.7	28.7
Location-5906	37801	17.5	4.3	29.1	24.9	20.3
Location-5907	25745	20.5	38.9	8.4	29.6	21.7
Location-5908	36367	32.1	12.5	1.0	21.0	19.5
Location-5909	16359	39.2	16.6	29.3	36.8	31.5
Location-591	92594	36.7	14.2	25.1	18.3	26.4
Location-5910	90356	7.9	5.8	8.7	34.8	21.9
Location-5911	88570	46.7	48.2	46.4	1.2	14.1
Location-5912	51248	22.4	31.1	31.3	5.6	12.0
Location-5913	40834	2.9	49.4	16.8	21.2	38.3
Location-5914	82606	40.7	17.9	13.1	32.1	21.6
Location-5915	24676	44.9	18.4	42.2	26.5	44.4
Location-5916	67547	3.1	2.7	1.7	12.9	29.7
Location-5917	62020	31.3	47.1	34.6	17.3	24.3
Location-5918	83852	3.4	24.1	11.4	30.7	38.8
Location-5919	77257	27.2	37.3	11.6	14.3	38.3
Location-592	34255	44.6	13.7	48.3	13.3	10.2
Location-5920	24067	21.6	9.0	44.2	29.5	40.2
Location-5921	13228	34.8	28.6	4.4	24.7	22.9
Location-5922	14875	3.6	41.6	36.9	20.1	43.0
Location-5923	55656	5.9	23.7	10.8	29.2	33.7
Location-5924	53180	21.1	28.7	37.0	32.4	34.6
Location-5925	92998	13.2	42.1	21.2	4.0	45.4
Location-5926	10484	48.9	20.3	19.4	8.5	43.3
Location-5927	57565	32.0	9.5	1.2	25.7	11.7
Location-5928	45168	14.3	16.2	9.6	26.9	36.1
Location-5929	80243	19.0	14.8	26.5	5.1	23.5
Location-593	92854	30.3	17.5	34.6	31.9	1.6
Location-5930	82663	39.3	18.5	35.2	26.4	6.4
Location-5932	56191	15.2	29.7	10.1	42.3	20.0
Location-5933	74836	5.7	44.7	7.6	8.7	9.9
Location-5934	27719	25.3	15.9	35.6	24.1	40.3
Location-5935	89022	5.8	27.5	40.3	35.7	8.1
Location-5936	26229	35.6	6.5	28.8	5.2	15.4
Location-5937	31644	17.3	7.2	20.9	35.9	17.2
Location-5939	24447	19.2	41.5	18.2	19.7	43.0
Location-594	59574	6.7	6.0	33.8	35.1	6.1
Location-5940	59961	17.8	9.9	26.2	5.8	35.2
Location-5941	36217	17.6	3.7	31.5	27.3	19.8
Location-5942	19941	15.9	22.9	30.5	25.2	5.1
Location-5943	40275	31.0	49.5	31.6	47.0	11.9
Location-5944	34086	32.9	1.8	12.1	47.9	13.8
Location-5945	40272	7.8	10.7	29.2	20.1	11.6
Location-5946	48114	21.2	16.2	24.4	48.2	42.9
Location-5947	98331	23.4	6.9	5.6	8.3	31.5
Location-5948	44290	11.5	46.3	36.5	2.1	49.6
Location-5949	39888	29.5	19.5	28.2	10.6	12.6
Location-595	35252	10.3	2.8	12.7	9.1	49.2
Location-5950	72806	24.3	38.7	2.3	48.3	19.6
Location-5951	83099	31.4	21.4	8.3	5.8	31.6
Location-5952	87287	43.8	24.2	35.7	37.9	19.7
Location-5953	81195	26.9	7.8	44.4	25.3	32.5
Location-5954	95967	26.8	4.6	5.6	3.2	41.1
Location-5955	42584	30.8	32.3	41.0	32.4	10.8
Location-5956	41909	45.6	40.7	15.0	26.6	46.5
Location-5957	74040	22.6	4.0	42.6	45.1	20.2
Location-5958	21078	29.2	37.5	27.6	33.2	39.7
Location-5959	39062	42.0	23.3	42.5	2.6	39.1
Location-596	10069	25.3	40.6	47.5	47.6	47.8
Location-5960	60351	27.2	31.7	25.4	43.7	2.3
Location-5962	83081	26.4	6.3	29.5	29.1	31.2
Location-5963	32274	12.2	48.1	30.6	40.0	21.3
Location-5965	10594	39.3	3.5	7.4	43.5	15.4
Location-5966	62721	32.6	23.3	48.7	9.8	24.5
Location-5967	97273	30.6	8.4	31.0	26.5	27.8
Location-5968	69623	6.0	4.2	13.0	43.1	29.6
Location-5969	18821	27.5	21.7	16.0	41.9	22.6
Location-597	95647	19.7	39.8	2.4	43.4	46.1
Location-5970	83356	26.6	37.9	44.2	30.0	14.8
Location-5972	13243	37.2	44.5	12.4	7.4	2.7
Location-5973	97357	18.5	10.9	24.8	2.4	41.3
Location-5974	73024	22.7	17.0	29.8	41.6	5.6
Location-5975	69204	27.5	9.3	46.1	10.6	25.8
Location-5976	44784	19.7	46.4	6.3	40.1	33.1
Location-5978	76309	19.0	37.7	1.6	47.6	32.5
Location-5979	12514	3.3	32.6	30.1	33.6	39.1
Location-598	97667	18.0	49.0	1.4	39.2	27.9
Location-5980	61784	34.3	33.1	9.1	13.0	40.6
Location-5981	23371	30.2	17.4	39.5	6.9	14.5
Location-5982	58717	13.9	47.5	21.3	25.4	45.1
Location-5983	29849	45.6	31.9	12.8	37.4	36.0
Location-5984	20996	6.7	18.6	4.0	11.6	20.4
Location-5985	51497	9.0	7.9	10.6	48.5	30.1
Location-5986	81780	37.8	35.7	43.8	17.7	5.7
Location-5987	22905	9.1	3.4	46.6	44.0	28.9
Location-5988	73594	46.6	38.1	29.8	42.7	43.0
Location-5989	43385	26.6	9.2	33.4	47.5	41.6
Location-599	62575	39.2	25.0	11.6	4.8	36.4
Location-5990	21948	38.0	37.9	32.5	29.5	2.2
Location-5991	11342	12.6	47.4	26.9	29.9	34.2
Location-5992	52075	42.1	19.9	18.9	32.1	47.6
Location-5993	34055	19.2	31.8	10.9	45.1	17.1
Location-5994	14808	33.4	32.5	44.0	38.1	23.9
Location-5995	46515	27.3	21.7	2.6	30.0	45.7
Location-5996	36025	33.0	26.7	32.4	46.5	45.2
Location-5997	51752	22.8	30.0	37.9	39.5	43.4
Location-5998	91550	24.4	27.8	32.2	20.0	13.3
Location-6	15024	37.2	35.0	28.1	30.9	25.2
Location-60	96462	28.1	18.9	23.7	3.3	1.3
Location-600	11200	1.5	13.5	42.5	24.2	35.5
Location-6000	36116	22.3	8.7	30.9	30.3	18.5
Location-601	41304	44.3	9.3	4.3	45.7	14.3
Location-602	19552	17.9	37.1	49.3	30.5	37.8
Location-603	28670	23.5	39.6	15.9	25.3	32.2
Location-604	42479	25.9	34.4	23.4	21.1	49.5
Location-605	61785	22.4	14.9	4.8	29.6	35.0
Location-606	49810	29.4	48.1	44.2	25.1	48.1
Location-607	18632	35.2	32.3	13.6	27.0	42.3
Location-608	45207	36.4	25.7	45.3	34.0	37.1
Location-609	48817	30.4	5.9	9.0	45.3	8.6
Location-61	42820	35.9	39.6	11.9	16.6	8.1
Location-610	93962	37.2	26.9	20.7	22.6	36.3
Location-611	45744	36.7	19.0	35.3	37.2	50.0
Location-612	58644	35.2	45.8	23.2	44.3	25.7
Location-613	81590	5.5	48.5	7.4	13.5	45.7
Location-614	43557	25.2	40.5	39.7	39.9	9.6
Location-615	89804	3.9	2.9	30.4	21.6	4.4
Location-616	30784	34.7	19.5	18.8	20.9	48.5
Location-617	21306	11.8	39.1	43.1	33.0	44.2
Location-619	13872	37.2	34.5	8.3	13.2	35.0
Location-62	82087	3.4	40.8	1.9	44.1	25.7
Location-620	76440	21.0	46.8	19.1	17.5	3.0
Location-621	62632	1.2	6.2	11.3	44.3	5.3
Location-622	30684	36.8	45.2	35.9	40.6	44.6
Location-623	90130	5.6	21.7	13.2	17.3	31.5
Location-624	34395	38.3	34.5	38.9	2.2	3.3
Location-625	83552	44.6	2.8	22.6	19.7	9.1
Location-626	91892	36.9	29.9	15.6	42.1	31.9
Location-627	70958	33.8	25.2	40.4	27.0	24.9
Location-628	83547	16.0	16.5	5.0	3.9	35.6
Location-629	13100	19.7	30.7	8.3	16.2	2.6
Location-63	90795	19.9	22.1	26.8	5.1	15.6
Location-630	37624	48.9	32.0	34.1	40.3	47.8
Location-631	70209	31.8	1.2	20.6	31.0	21.4
Location-632	72981	31.7	1.4	23.5	11.7	8.3
Location-633	61875	44.7	33.0	47.4	38.1	37.2
Location-634	70442	43.7	19.9	5.3	25.6	48.6
Location-635	62779	47.8	38.9	42.4	35.2	28.5
Location-636	94288	7.4	15.8	12.0	16.6	44.2
Location-637	19974	24.1	37.1	10.2	46.8	30.7
Location-638	23082	34.6	10.6	3.9	22.1	39.8
Location-639	96812	2.8	48.6	22.3	13.0	27.8
Location-64	98083	2.4	43.0	22.6	23.3	39.9
Location-640	92125	30.5	44.9	5.0	34.0	7.2
Location-641	46654	43.3	40.2	6.1	46.3	33.0
Location-642	80134	43.0	45.5	15.4	3.8	41.7
Location-643	41689	7.4	11.2	39.4	34.8	48.8
Location-644	69103	18.5	22.6	26.4	41.9	15.2
Location-645	11378	26.3	14.7	22.2	41.1	43.0
Location-646	36358	43.5	31.0	48.9	48.7	41.4
Location-647	15682	29.0	6.9	29.6	8.6	6.5
Location-648	11226	6.1	36.1	22.8	33.6	41.6
Location-649	74425	2.0	41.1	32.3	14.5	37.3
Location-65	39614	5.3	49.0	27.3	1.5	47.5
Location-650	43092	6.5	6.6	49.7	12.9	12.8
Location-651	52113	5.3	26.2	26.8	32.1	9.2
Location-652	78952	33.2	30.7	21.4	10.2	31.0
Location-653	99444	47.9	3.7	41.0	29.3	43.9
Location-654	28554	49.4	41.5	3.3	26.1	44.8
Location-655	47871	22.0	35.0	6.5	30.0	9.5
Location-656	37271	33.1	19.7	8.6	38.2	2.2
Location-657	81494	18.9	16.1	5.7	5.1	16.7
Location-658	68289	49.1	35.3	31.1	35.5	42.8
Location-659	56050	34.7	35.0	48.1	17.3	21.2
Location-66	14874	45.6	11.7	43.9	7.7	37.0
Location-660	58980	4.7	30.4	25.5	48.1	49.3
Location-661	20774	49.5	9.2	1.3	10.2	43.5
Location-662	46996	32.7	13.5	20.1	23.2	44.1
Location-663	86429	12.7	27.2	22.4	12.8	26.6
Location-664	30496	23.7	28.9	9.3	39.9	24.3
Location-665	50400	19.6	30.8	3.4	31.6	11.4
Location-666	21750	37.9	34.6	10.9	22.2	4.3
Location-667	12101	33.4	9.7	48.2	8.4	48.8
Location-668	36493	10.0	6.3	9.9	46.8	6.4
Location-669	93686	11.2	8.6	18.2	7.2	10.3
Location-67	47758	10.5	47.8	12.6	20.4	40.6
Location-670	27615	21.4	27.7	1.2	45.4	3.9
Location-671	40509	36.6	21.5	9.1	24.7	19.1
Location-672	76061	3.8	28.5	45.1	36.2	14.5
Location-673	42960	25.5	15.0	40.5	34.0	28.6
Location-674	39685	8.6	19.7	10.7	48.9	21.8
Location-675	77376	33.2	5.4	12.1	9.4	14.6
Location-676	16013	14.3	37.2	15.2	1.9	10.3
Location-677	51133	33.2	10.7	26.8	2.4	6.8
Location-678	81452	4.5	5.9	41.0	17.0	10.3
Location-679	54188	38.4	40.7	25.3	49.0	38.5
Location-68	91922	24.4	27.3	18.9	30.6	32.0
Location-680	74238	18.6	18.6	21.0	24.4	27.1
Location-681	99673	13.0	21.8	6.1	21.4	34.5
Location-682	25312	12.9	34.0	17.8	22.9	43.5
Location-683	80770	39.2	4.3	15.2	42.8	28.5
Location-684	82496	28.1	30.4	33.9	6.0	26.1
Location-685	18794	41.6	45.1	9.6	7.2	35.2
Location-686	42741	3.9	12.0	46.0	27.2	16.6
Location-687	33357	11.5	32.6	10.4	1.2	2.3
Location-688	39660	33.9	41.9	40.3	24.6	23.3
Location-689	83470	13.3	38.2	33.9	19.3	34.1
Location-69	77543	28.9	14.6	16.1	2.1	17.6
Location-690	19506	19.7	6.9	45.4	43.1	11.6
Location-691	43795	49.7	21.5	3.2	14.5	13.6
Location-692	12663	37.6	38.3	20.5	43.3	11.7
Location-693	65130	41.1	36.1	1.5	16.4	45.3
Location-694	17404	49.1	10.8	40.2	18.8	29.1
Location-695	62360	36.3	33.7	26.3	3.3	9.2
Location-696	51232	24.2	23.5	25.1	12.0	41.4
Location-697	42890	47.0	32.1	13.4	49.8	10.1
Location-698	73233	29.5	20.7	37.4	4.8	8.1
Location-699	78478	28.4	19.2	28.5	37.8	30.0
Location-7	67886	4.0	33.5	43.2	12.1	37.0
Location-70	67571	46.6	1.9	39.2	24.9	45.0
Location-700	34113	48.6	43.0	45.8	24.2	25.1
Location-701	34654	18.4	32.8	9.4	19.4	18.2
Location-702	31119	39.8	9.2	26.9	4.7	29.6
Location-703	75369	37.8	15.5	2.2	13.5	32.5
Location-704	67650	39.2	15.3	32.3	12.7	12.1
Location-705	17335	36.1	27.0	47.0	17.0	13.7
Location-706	92878	3.8	47.4	46.4	5.2	15.7
Location-707	62400	26.1	18.4	26.6	49.0	5.9
Location-708	41371	34.7	33.0	11.1	4.2	47.4
Location-709	34436	15.0	44.1	21.9	43.4	49.2
Location-71	81443	18.1	42.2	12.5	38.5	39.0
Location-710	21338	46.8	3.4	25.3	16.7	25.3
Location-711	22836	5.2	14.7	48.6	4.6	12.6
Location-712	20411	22.9	39.2	31.6	9.5	27.1
Location-713	37018	27.6	5.4	14.0	13.9	20.8
Location-714	27061	34.1	23.9	15.2	32.6	23.0
Location-715	93815	38.7	29.5	18.0	6.8	9.6
Location-716	97263	13.7	39.1	14.3	14.3	36.6
Location-717	52899	17.8	14.0	25.8	39.3	48.5
Location-718	95797	29.9	22.0	8.6	45.0	21.1
Location-719	34806	13.3	37.1	48.4	38.7	6.1
Location-72	30147	32.4	21.2	22.9	37.1	41.8
Location-720	96246	26.3	2.2	36.3	19.1	16.7
Location-721	27067	48.0	37.9	6.9	11.8	27.8
Location-722	98789	4.8	16.5	11.3	15.9	8.4
Location-723	64244	5.0	47.9	46.0	13.5	37.5
Location-724	97706	1.8	11.5	17.8	34.6	25.2
Location-725	69357	2.0	4.8	2.2	1.4	12.5
Location-726	29081	41.5	25.2	9.3	33.1	19.1
Location-727	48748	24.4	17.6	23.1	39.3	40.9
Location-728	32791	7.3	44.6	18.9	36.1	18.1
Location-729	57581	11.2	42.7	44.1	5.7	30.7
Location-73	84720	8.1	49.0	42.5	10.7	40.8
Location-730	71180	18.0	34.0	32.4	33.1	22.1
Location-731	43691	47.4	21.5	17.6	17.1	5.3
Location-732	62300	5.8	49.7	30.7	42.3	41.7
Location-733	95850	26.4	36.7	15.5	15.8	31.1
Location-734	91621	36.0	21.9	1.9	27.2	39.5
Location-735	64944	39.5	7.3	15.0	42.9	48.1
Location-736	21279	47.9	45.9	39.2	20.0	11.3
Location-737	95869	14.1	6.4	12.5	49.5	19.4
Location-738	93685	43.6	41.7	3.4	36.2	24.4
Location-739	87823	13.9	5.2	24.0	7.0	5.2
Location-74	86294	14.8	34.3	1.5	5.1	47.9
Location-740	13762	22.7	1.0	19.4	44.1	49.3
Location-741	17076	19.9	36.5	47.1	26.6	2.6
Location-742	36002	9.1	40.4	36.7	36.8	21.6
Location-743	77984	47.5	45.5	28.8	18.3	41.9
Location-744	33783	1.7	16.7	40.4	12.5	42.4
Location-745	69382	13.0	42.2	48.9	28.4	33.3
Location-746	46115	42.9	48.1	11.4	1.4	32.5
Location-747	38058	47.4	2.0	34.1	16.1	32.9
Location-748	18012	37.3	25.6	19.8	7.0	44.1
Location-749	79673	32.3	5.3	13.0	43.6	10.0
Location-75	74677	13.9	33.0	29.7	43.0	34.2
Location-750	69870	16.4	41.2	25.3	50.0	46.8
Location-751	45776	27.6	42.2	33.7	10.1	44.3
Location-752	34503	43.6	43.6	23.3	25.4	14.3
Location-753	45079	7.2	12.8	37.9	22.2	43.5
Location-754	33769	47.7	15.3	21.4	42.9	6.0
Location-755	44939	16.1	18.7	49.5	25.0	1.9
Location-756	37765	19.4	38.9	2.8	36.9	27.4
Location-757	23056	27.8	28.1	29.5	7.1	15.9
Location-758	40417	26.5	35.2	8.7	34.4	21.7
Location-759	21351	33.5	36.4	5.6	8.0	26.6
Location-76	77309	22.6	47.1	38.2	34.0	30.1
Location-760	11008	6.1	46.9	7.7	25.4	7.1
Location-761	41971	24.8	21.7	20.9	14.0	1.6
Location-762	56783	3.2	14.2	35.4	28.3	19.2
Location-763	23416	44.2	39.1	29.3	10.3	44.4
Location-764	34635	9.6	17.3	46.3	49.5	34.7
Location-765	72116	29.9	16.3	29.4	14.3	39.5
Location-766	95171	20.8	46.3	40.9	25.5	48.6
Location-767	83557	17.3	7.2	16.0	19.8	21.9
Location-768	99775	19.9	30.2	37.6	11.4	45.8
Location-769	83275	37.6	27.1	11.0	7.7	7.0
Location-77	54330	21.6	13.8	43.4	36.3	28.7
Location-770	43508	45.8	33.0	44.8	37.4	31.1
Location-771	70437	38.0	11.9	23.8	6.2	13.4
Location-772	88147	34.8	18.4	37.0	39.8	20.2
Location-773	38937	16.1	14.9	23.7	12.3	43.7
Location-774	82327	42.1	11.2	29.7	14.4	40.2
Location-775	41841	11.5	1.6	35.1	11.1	4.9
Location-776	43894	6.3	43.3	32.5	24.5	22.2
Location-777	36753	11.8	32.0	33.3	43.4	19.8
Location-778	40405	3.8	18.0	47.1	27.5	26.6
Location-779	45516	38.1	37.4	26.8	17.3	36.4
Location-78	47235	41.3	24.7	3.4	14.5	5.1
Location-780	66687	30.4	11.8	9.6	12.7	24.3
Location-781	25133	15.8	49.8	32.6	35.5	19.8
Location-782	69208	24.3	18.1	35.6	16.7	33.9
Location-783	24780	35.0	10.8	21.9	40.5	23.1
Location-784	36520	48.9	8.9	38.9	29.2	19.9
Location-785	51389	26.8	12.5	49.9	13.2	26.9
Location-786	82501	17.5	36.2	8.6	11.5	34.4
Location-787	37296	30.7	44.2	6.9	32.3	36.0
Location-788	43843	36.4	46.5	29.5	6.0	25.1
Location-789	78217	45.6	36.2	35.5	42.7	31.0
Location-79	75677	44.9	21.2	1.8	23.7	8.7
Location-790	43400	15.7	12.3	10.9	46.5	21.9
Location-791	49413	4.1	25.9	34.7	10.3	20.9
Location-792	14257	48.9	23.8	23.7	27.2	47.3
Location-793	25006	26.2	40.4	31.6	2.0	23.9
Location-794	44080	33.4	19.5	12.0	15.6	48.0
Location-795	71142	8.9	39.5	29.0	32.3	4.8
Location-796	72058	33.2	49.1	43.5	34.1	21.5
Location-797	12088	18.2	10.4	13.6	35.4	12.4
Location-798	55393	26.2	10.2	36.2	6.8	27.1
Location-799	79955	46.9	31.5	30.7	37.3	7.9
Location-8	20187	33.5	9.7	14.3	33.1	29.2
Location-80	83554	25.9	23.9	28.2	24.5	46.6
